Order Date,Sold To Number,Sold To,Order Number,Line Number,Stocking Type - STKT,2nd Item Number,Concatenation Description ,Quantity Shipped,Extended Price,Hold Orders Code - HOLD
1/13/2021,129285,HUTCH'S BICYCLE GARAGE LLC,108939,4.000,K,04-739-22-03-25,RKT RDO 3-STAR MY22 - SM - SAT - IN CARBON/MAGNETIC GREY,1,"2,996.95",C1
1/15/2021,128802,WHEEL WERKS,109006,2.000,K,00-124-22-53-20,RLT STEEL 4-STAR MY22 - 53CM - - BLACK/BRONZE - 2X,1,"2,903.34",
1/15/2021,128600,ZYROFISHER,108979,3.000,K,05-509-21-70-20,ASSY SPEC - AIR / SIR 2-STAR M - Y21 - 170mm,1,405.00,
1/15/2021,128600,ZYROFISHER,108981,8.000,K,05-509-21-70-20,ASSY SPEC - AIR / SIR 2-STAR M - Y21 - 170mm,2,810.00,
1/15/2021,128600,ZYROFISHER,108982,4.000,K,05-509-21-70-20,ASSY SPEC - AIR / SIR 2-STAR M - Y21 - 170mm,2,810.00,
1/15/2021,129064,REVOLUTION CYCLES NC,109007,22.000,K,00-802-22-53-40,RLT RDO 2-STAR MY22 - 53CM - - BLOOD RED,1,"2,309.30",
1/15/2021,142334,THE BROKEN SPOKE LLC BILL,108995,10.000,K,03-139-22-05-20,SIR 3-STAR MY22 - LG - CEMENT/ - BLACK/COPPER,1,"2,579.40",
1/15/2021,136685,AVERY'S OPEN AIR BICYCLES,109004,12.000,K,03-729-22-04-20,AIR RDO 2-STAR MY22 - MD - SAT - IN CARBON/SILVER,1,"1,949.35",C1
1/15/2021,136685,AVERY'S OPEN AIR BICYCLES,109004,13.000,K,03-729-22-05-20,AIR RDO 2-STAR MY22 - LG - SAT - IN CARBON/SILVER,1,"1,949.35",C1
1/15/2021,136685,AVERY'S OPEN AIR BICYCLES,109004,14.000,K,03-729-22-06-20,AIR RDO 2-STAR MY22 - XL - SAT - IN CARBON/SILVER,1,"1,949.35",C1
1/15/2021,129064,REVOLUTION CYCLES NC,109007,21.000,K,03-131-22-05-20,SIR 3-STAR SS LTD MY22 - LG - - CEMENT/BLACK/COPPER,1,"2,729.30",
1/15/2021,129029,BG PARTNERS BILLING,109002,4.000,K,04-629-22-04-15,JET RDO 2-STAR MY22 - MD - MAG - NETIC GREY,1,"2,299.50",C1
1/16/2021,129298,THE BIKE LANE (BILLING),109014,7.000,K,00-824-22-56-40,RLT RDO 4-STAR MY22 - 56CM - - BLOOD RED - 2X,1,"3,101.34",C1
1/16/2021,129298,THE BIKE LANE (BILLING),109014,6.000,K,00-824-22-53-15,RLT RDO 4-STAR MY22 - 53CM - - AVALANCHE GREY/SLATE - 2X,1,"3,101.34",C1
1/18/2021,129039,GRAVEL CITY ADVENTURE AND SUPPLY COMPANY,109045,2.000,K,00-803-22-53-40,RLT RDO 3-STAR MY22 - 53CM - B - LOOD RED,1,"2,659.30",C1
1/18/2021,132705,COOL MOTION OUTDOOR SPORTS LLC,109034,11.000,K,04-927-22-03-20,RIP RDO 2-STAR MY22 - SM - SAT - IN CARBON - 27.5,1,"3,359.30",C1
1/18/2021,128492,MACRIS BILL,109059,12.000,K,03-729-22-04-20,AIR RDO 2-STAR MY22 - MD - SAT - IN CARBON/SILVER,3,"4,498.50",
1/18/2021,128492,MACRIS BILL,109059,13.000,K,03-729-22-05-20,AIR RDO 2-STAR MY22 - LG - SAT - IN CARBON/SILVER,1,"1,499.50",
1/19/2021,129412,ANGRY CATFISH BICYCLE,109092,5.000,K,03-729-22-04-20,AIR RDO 2-STAR MY22 - MD - SAT - IN CARBON/SILVER,1,"1,649.45",
1/19/2021,129412,ANGRY CATFISH BICYCLE,109092,6.000,K,03-729-22-05-20,AIR RDO 2-STAR MY22 - LG - SAT - IN CARBON/SILVER,1,"1,649.45",
1/19/2021,136698,ALI ZAHER ENTERPRISES LLC DBA PLAYTRI RO,109098,15.000,K,03-729-22-03-20,AIR RDO 2-STAR MY22 - SM - SAT - IN CARBON/SILVER,1,"2,099.30",C1
1/19/2021,136698,ALI ZAHER ENTERPRISES LLC DBA PLAYTRI RO,109098,16.000,K,03-729-22-04-20,AIR RDO 2-STAR MY22 - MD - SAT - IN CARBON/SILVER,1,"2,099.30",C1
1/19/2021,136698,ALI ZAHER ENTERPRISES LLC DBA PLAYTRI RO,109098,17.000,K,03-729-22-05-20,AIR RDO 2-STAR MY22 - LG - SAT - IN CARBON/SILVER,1,"2,099.30",C1
1/19/2021,136698,ALI ZAHER ENTERPRISES LLC DBA PLAYTRI RO,109098,18.000,K,03-729-22-06-20,AIR RDO 2-STAR MY22 - XL - SAT - IN CARBON/SILVER,1,"2,099.30",C1
1/19/2021,129105,BG PARTNERS USA INC.,109114,1.000,K,02-809-21-04-10,RIP 9 RDO - FOX FACTORY - 29 - - MD - SILVER/BAJA BLUE,1,"1,680.00",
1/19/2021,128695,LIFE CYCLE BIKE SHOP,109099,6.000,K,00-102-22-53-70,RLT STEEL 2-STAR MY22 - 53CM - - EMERALD GREEN,1,"2,169.30",
1/19/2021,128695,LIFE CYCLE BIKE SHOP,109099,8.000,K,00-103-22-56-70,RLT STEEL 3-STAR MY22 - 56CM - - EMERALD GREEN,1,"2,379.30",
1/19/2021,128695,LIFE CYCLE BIKE SHOP,109099,9.000,K,00-103-22-59-70,RLT STEEL 3-STAR MY22 - 59CM - - EMERALD GREEN,1,"2,379.30",
1/19/2021,129142,VELOZOOM,109080,6.000,K,03-749-22-02-20,AIR RDO 4-STAR MY22 - XS - SAT - IN CARBON/SILVER,1,"3,179.40",
1/19/2021,129029,BG PARTNERS BILLING,109079,4.000,K,04-629-22-05-70,JET RDO 2-STAR MY22 - LG - EME - RALD GREEN,1,"2,299.50",C1
1/19/2021,129029,BG PARTNERS BILLING,109085,6.000,K,03-729-22-04-20,AIR RDO 2-STAR MY22 - MD - SAT - IN CARBON/SILVER,1,"1,499.50",
1/19/2021,129029,BG PARTNERS BILLING,109085,9.000,K,04-729-22-04-25,RKT RDO 2-STAR MY22 - MD - SAT - IN CARBON/MAGNETIC GREY,1,"2,099.50",
1/19/2021,136698,ALI ZAHER ENTERPRISES LLC DBA PLAYTRI RO,109101,8.000,K,00-802-22-56-40,RLT RDO 2-STAR MY22 - 56CM - - BLOOD RED,1,"2,309.30",C1
1/20/2021,129412,ANGRY CATFISH BICYCLE,109135,3.000,K,03-729-22-04-20,AIR RDO 2-STAR MY22 - MD - SAT - IN CARBON/SILVER,1,"1,649.45",
1/20/2021,132638,A1 HITCH DBA A1 CYCLE CENTER,109136,6.000,K,03-729-22-04-20,AIR RDO 2-STAR MY22 - MD - SAT - IN CARBON/SILVER,1,"2,099.30",
1/20/2021,128702,BIKE BLING,109141,4.000,K,00-952-22-56-70,MCR RDO 5-STAR MY22 - 56 CM - - OLIVE GREEN/ORANGE - 2X,1,"4,445.43",C1
1/20/2021,129373,BALLWIN CYCLES,109138,3.000,K,04-989-22-05-20,RIP RDO 5-STAR X01 FLOAT X2 LT - D MY22 - LG - SATIN CARBON-29,1,"4,949.45",
1/21/2021,129029,BG PARTNERS BILLING,109163,3.000,K,03-729-22-03-65,AIR RDO 2-STAR MY22 - SM - SAN - D/ORANGE,1,"1,499.50",C1
1/21/2021,128832,THE SPEEDSHOP,109146,5.000,K,04-929-21-03-65,RIP RDO 2-STAR MY21 - SM - SAN - TA FE SAND - 29,1,"3,080.00",
1/21/2021,129029,BG PARTNERS BILLING,109162,3.000,K,02-601-21-05-70,JET 9 RDO V3 - FOX FLOAT X FAC - TORY - LG - EMERALD GREEN,1,"1,575.00",
1/22/2021,128702,BIKE BLING,109172,4.000,K,04-639-22-03-70,JET RDO 3-STAR MY22 - SM - EME - RALD GREEN,1,"3,244.45",C1
1/22/2021,136758,RIDEABLE LLC BILL,109183,19.000,K,04-639-22-03-15,JET RDO 3-STAR MY22 - SM - MAG - NETIC GREY,1,"3,244.45",
1/22/2021,136758,RIDEABLE LLC BILL,109183,20.000,K,04-639-22-03-70,JET RDO 3-STAR MY22 - SM - EME - RALD GREEN,1,"3,244.45",
1/22/2021,128818,"BAINBRIDGE ISLAND CYCLE, INC.",109188,3.000,K,03-729-22-04-20,AIR RDO 2-STAR MY22 - MD - SAT - IN CARBON/SILVER,1,"2,099.30",
1/22/2021,136758,RIDEABLE LLC BILL,109183,18.000,K,04-939-22-05-20,RIP RDO 3-STAR MY22 - LG - SAT - IN CARBON - 29,2,"6,818.90",
1/23/2021,128702,BIKE BLING,109194,3.000,K,04-639-22-03-70,JET RDO 3-STAR MY22 - SM - EME - RALD GREEN,1,"3,244.45",C1
1/24/2021,128702,BIKE BLING,109205,8.000,K,04-939-22-05-20,RIP RDO 3-STAR MY22 - LG - SAT - IN CARBON - 29,2,"6,818.90",C1
1/25/2021,128750,ZEROE S.A. ( NINERCYCLING S.A. ) BILL,109240,3.000,K,04-729-22-03-25,RKT RDO 2-STAR MY22 - SM - SAT - IN CARBON/MAGNETIC GREY,1,"2,099.50",
1/25/2021,129240,ROYAL BICYCLES UNLIMITED CORP. BILL,109241,8.000,K,03-729-22-04-20,AIR RDO 2-STAR MY22 - MD - SAT - IN CARBON/SILVER,1,"1,619.46",
1/25/2021,128550,COPPER SPOKE LLC DBA COPPER SPOKE,109216,1.000,K,00-105-21-50-25,RLT STEEL 5-STAR MY21 - 50cm - - FORGE GREY/BAJA BLUE,1,"2,793.00",
1/26/2021,128652,BYX PTE LTD.,109247,3.000,K,04-947-22-04-20,RIP RDO 4-STAR MY22 - MD - SAT - IN CARBON - 27.5,1,"3,691.48",
1/26/2021,128515,TEMPO MODA,109252,3.000,K,04-729-22-04-15,RKT RDO 2-STAR MY22 - MD - GRE - Y/ORANGE,1,"2,267.46",
1/26/2021,136660,DOWNTOWN PUTNAM CYCLERY BILL,109257,8.000,K,03-729-22-04-20,AIR RDO 2-STAR MY22 - MD - SAT - IN CARBON/SILVER,1,"2,099.30",C1
1/26/2021,136660,DOWNTOWN PUTNAM CYCLERY BILL,109257,9.000,K,04-729-22-05-15,RKT RDO 2-STAR MY22 - LG - GRE - Y/ORANGE,1,"2,939.30",C1
1/26/2021,128702,BIKE BLING,109269,4.000,K,04-639-22-03-15,JET RDO 3-STAR MY22 - SM - MAG - NETIC GREY,1,"3,244.45",C1
1/26/2021,136758,RIDEABLE LLC BILL,109271,16.000,K,04-639-22-03-15,JET RDO 3-STAR MY22 - SM - MAG - NETIC GREY,1,"3,244.45",
1/26/2021,136758,RIDEABLE LLC BILL,109271,14.000,K,04-939-22-05-20,RIP RDO 3-STAR MY22 - LG - SAT - IN CARBON - 29,2,"6,818.90",
1/26/2021,136758,RIDEABLE LLC BILL,109271,15.000,K,04-937-22-04-20,RIP RDO 3-STAR MY22 - MD - SAT - IN CARBON - 27.5,1,"3,409.45",
1/26/2021,136758,RIDEABLE LLC BILL,109271,13.000,K,04-937-22-05-20,RIP RDO 3-STAR MY22 - LG - SAT - IN CARBON - 27.5,1,"3,409.45",
1/26/2021,136660,DOWNTOWN PUTNAM CYCLERY BILL,109257,7.000,K,03-531-22-04-10,AIR 3-STAR SS LTD MY22 - MD - - SILVER/BAJA BLUE,1,"1,609.30",C1
1/27/2021,132670,BIKE FARM LLC,109300,3.000,K,03-139-22-05-20,SIR 3-STAR MY22 - LG - CEMENT/ - BLACK/COPPER,1,"2,579.40",C1
1/27/2021,132670,BIKE FARM LLC,109303,9.000,K,03-729-22-05-20,AIR RDO 2-STAR MY22 - LG - SAT - IN CARBON/SILVER,1,"1,799.40",C1
1/27/2021,128621,HUTCH'S SCHWINN BICYCLES - BEND DBA HUTC,109298,66.000,K,04-939-22-05-20,RIP RDO 3-STAR MY22 - LG - SAT - IN CARBON - 29,1,"3,409.45",
1/27/2021,128621,HUTCH'S SCHWINN BICYCLES - BEND DBA HUTC,109298,67.000,K,00-802-22-53-40,RLT RDO 2-STAR MY22 - 53CM - - BLOOD RED,1,"1,880.43",
1/27/2021,128621,HUTCH'S SCHWINN BICYCLES - BEND DBA HUTC,109298,68.000,K,00-802-22-56-40,RLT RDO 2-STAR MY22 - 56CM - - BLOOD RED,1,"1,880.43",
1/27/2021,128621,HUTCH'S SCHWINN BICYCLES - BEND DBA HUTC,109298,69.000,K,00-102-22-56-20,RLT STEEL 2-STAR MY22 - 56CM - - BLACK/BRONZE,1,"1,766.43",
1/27/2021,128621,HUTCH'S SCHWINN BICYCLES - BEND DBA HUTC,109298,70.000,K,00-103-22-56-20,RLT STEEL 3-STAR MY22 - 56CM - - BLACK/BRONZE,1,"1,937.43",
1/27/2021,136639,BETHEL CYCLE WORKS,109301,4.000,K,00-825-22-56-15,RLT RDO 5-STAR MY22 - 56CM - - AVALANCHE GREY/SLATE - 2X,1,"4,199.30",
1/27/2021,129267,"RUNNING SPORTS, INC DBA TRI BIKE RUN",109293,4.000,K,00-802-22-56-40,RLT RDO 2-STAR MY22 - 56CM - - BLOOD RED,1,"1,880.43",C1
1/28/2021,128702,BIKE BLING,109340,3.000,K,04-929-22-03-20,RIP RDO 2-STAR MY22 - SM - SAT - IN CARBON - 29,1,"2,639.45",C1
1/29/2021,128571,CYCLING FORZA LLC,109355,4.000,K,04-929-21-05-65,RIP RDO 2-STAR MY21 - LG - SAN - TA FE SAND - 29,1,"2,640.00",
1/30/2021,128702,BIKE BLING,109374,6.000,K,04-929-22-05-20,RIP RDO 2-STAR MY22 - LG - SAT - IN CARBON - 29,4,"10,557.80",C1
1/31/2021,129193,THE BIKE SHOP AT WOODWARD BILL,109382,3.000,K,00-105-22-50-20,RLT STEEL 5-STAR MY22 - 50CM - - BLACK/BRONZE,1,"3,709.30",C1
2/1/2021,129029,BG PARTNERS BILLING,109398,3.000,K,03-739-22-04-20,AIR RDO 3-STAR MY22 - MD - SAT - IN CARBON/SILVER,1,"2,174.50",C1
2/1/2021,128536,BACKCOUNTRY.COM/COMPETITIVE CYCLIST,109404,25.000,K,02-601-21-03-15,JET 9 RDO V3 - FOX FLOAT X FAC - TORY - SM - MAGNETIC GREY,1,"1,732.50",C1
2/1/2021,128536,BACKCOUNTRY.COM/COMPETITIVE CYCLIST,109404,26.000,K,02-601-21-04-15,JET 9 RDO V3 - FOX FLOAT X FAC - TORY - MD - MAGNETIC GREY,1,"1,732.50",C1
2/1/2021,128536,BACKCOUNTRY.COM/COMPETITIVE CYCLIST,109404,27.000,K,02-601-21-05-15,JET 9 RDO V3 - FOX FLOAT X FAC - TORY - LG - MAGNETIC GREY,1,"1,732.50",C1
2/1/2021,128702,BIKE BLING,109406,4.000,K,00-825-22-56-40,RLT RDO 5-STAR MY22 - 56CM - - BLOOD RED - 2X,1,"3,419.43",C1
2/1/2021,128642,ROLLING H CYCLES LLC,109409,3.000,K,04-939-22-03-20,RIP RDO 3-STAR MY22 - SM - SAT - IN CARBON - 29,1,"3,719.40",C1
2/2/2021,128702,BIKE BLING,109433,4.000,K,04-639-22-03-70,JET RDO 3-STAR MY22 - SM - EME - RALD GREEN,1,"3,244.45",C1
2/2/2021,129373,BALLWIN CYCLES,109434,3.000,K,03-729-22-03-20,AIR RDO 2-STAR MY22 - SM - SAT - IN CARBON/SILVER,1,"1,649.45",
2/2/2021,128645,LET'S RIDE BICYCLE STORE,109435,3.000,K,03-729-22-04-20,AIR RDO 2-STAR MY22 - MD - SAT - IN CARBON/SILVER,1,"1,799.40",
2/2/2021,129029,BG PARTNERS BILLING,109443,4.000,K,03-729-22-04-20,AIR RDO 2-STAR MY22 - MD - SAT - IN CARBON/SILVER,1,"1,499.50",C1
2/3/2021,129402,JENSON USA,369361,62.000,K,00-102-22-56-20,RLT STEEL 2-STAR MY22 - 56CM - - BLACK/BRONZE,1,"1,766.43",
2/3/2021,129402,JENSON USA,369361,63.000,K,00-103-22-53-20,RLT STEEL 3-STAR MY22 - 53CM - - BLACK/BRONZE,2,"3,874.86",
2/3/2021,129402,JENSON USA,369361,64.000,K,00-103-22-56-20,RLT STEEL 3-STAR MY22 - 56CM - - BLACK/BRONZE,5,"9,687.15",
2/3/2021,128528,MOTOSPORTS LLC BILL,109464,8.000,K,04-639-22-04-15,JET RDO 3-STAR MY22 - MD - MAG - NETIC GREY,1,"3,244.45",C1
2/3/2021,128550,COPPER SPOKE LLC DBA COPPER SPOKE,109495,19.000,K,03-729-22-02-20,AIR RDO 2-STAR MY22 - XS - SAT - IN CARBON/SILVER,1,"1,649.45",
2/3/2021,128550,COPPER SPOKE LLC DBA COPPER SPOKE,109495,20.000,K,03-729-22-03-20,AIR RDO 2-STAR MY22 - SM - SAT - IN CARBON/SILVER,1,"1,649.45",
2/3/2021,128550,COPPER SPOKE LLC DBA COPPER SPOKE,109495,21.000,K,03-729-22-04-20,AIR RDO 2-STAR MY22 - MD - SAT - IN CARBON/SILVER,1,"1,649.45",
2/3/2021,128550,COPPER SPOKE LLC DBA COPPER SPOKE,109495,22.000,K,03-729-22-05-20,AIR RDO 2-STAR MY22 - LG - SAT - IN CARBON/SILVER,1,"1,649.45",
2/3/2021,128550,COPPER SPOKE LLC DBA COPPER SPOKE,109495,23.000,K,03-729-22-06-20,AIR RDO 2-STAR MY22 - XL - SAT - IN CARBON/SILVER,1,"1,649.45",
2/3/2021,129206,ALOHA MOUNTAIN CYCLERY,109501,11.000,K,03-139-22-04-20,SIR 3-STAR MY22 - MD - CEMENT/ - BLACK/COPPER,1,"3,009.30",C1
2/3/2021,129402,JENSON USA,109498,25.000,K,02-601-21-04-70,JET 9 RDO V3 - FOX FLOAT X FAC - TORY - MD - EMERALD GREEN,1,"1,732.50",
2/3/2021,129402,JENSON USA,109498,26.000,K,02-601-21-04-15,JET 9 RDO V3 - FOX FLOAT X FAC - TORY - MD - MAGNETIC GREY,3,"5,197.50",
2/3/2021,129402,JENSON USA,109498,27.000,K,02-601-21-05-15,JET 9 RDO V3 - FOX FLOAT X FAC - TORY - LG - MAGNETIC GREY,3,"5,197.50",
2/3/2021,129402,JENSON USA,109498,28.000,K,02-601-21-03-15,JET 9 RDO V3 - FOX FLOAT X FAC - TORY - SM - MAGNETIC GREY,1,"1,732.50",
2/3/2021,129402,JENSON USA,109498,29.000,K,02-601-21-06-15,JET 9 RDO V3 - FOX FLOAT X FAC - TORY - XL - MAGNETIC GREY,1,"1,732.50",
2/3/2021,128702,BIKE BLING,109473,4.000,K,00-824-22-56-40,RLT RDO 4-STAR MY22 - 56CM - - BLOOD RED - 2X,1,"2,678.43",C1
2/3/2021,129402,JENSON USA,369361,57.000,K,04-939-21-05-10,RIP RDO 3-STAR MY21 - LG - SIL - VER/BAJA BLUE - 29,1,"3,107.50",
2/3/2021,129402,JENSON USA,373413,56.000,K,00-102-22-56-20,RLT STEEL 2-STAR MY22 - 56CM - - BLACK/BRONZE,1,"1,766.43",
2/3/2021,129402,JENSON USA,373413,57.000,K,00-103-22-53-20,RLT STEEL 3-STAR MY22 - 53CM - - BLACK/BRONZE,2,"3,874.86",
2/3/2021,129402,JENSON USA,109498,19.000,K,02-807-20-04-20,RIP 9 RDO - FOX FACTORY - MY20 - - 27.5 - MD - Satin Carbon,1,"1,848.00",
2/3/2021,129402,JENSON USA,109498,20.000,K,02-807-20-05-20,RIP 9 RDO - FOX FACTORY - MY20 - - 27.5 - LG - Satin Carbon,1,"1,848.00",
2/3/2021,129402,JENSON USA,109498,21.000,K,02-809-20-03-20,RIP 9 RDO - FOX FACTORY - MY20 - - 29 - SM - Satin Carbon,2,"3,696.00",
2/3/2021,129402,JENSON USA,109498,22.000,K,02-809-20-04-20,RIP 9 RDO - FOX FACTORY - MY20 - - 29 - MD - Satin Carbon,4,"7,392.00",
2/3/2021,129402,JENSON USA,109498,23.000,K,02-809-20-05-20,RIP 9 RDO - FOX FACTORY - MY20 - - 29 - LG - Satin Carbon,5,"9,240.00",
2/3/2021,129402,JENSON USA,109498,24.000,K,02-809-20-06-20,RIP 9 RDO - FOX FACTORY - MY20 - - 29 - XL - Satin Carbon,2,"3,696.00",
2/3/2021,128550,COPPER SPOKE LLC DBA COPPER SPOKE,109495,18.000,K,04-939-22-05-20,RIP RDO 3-STAR MY22 - LG - SAT - IN CARBON - 29,1,"3,409.45",
2/3/2021,128806,MOUNTAIN BIKE SPECIALISTS,109500,12.000,K,03-520-22-05-10,AIR 2-STAR MY22 - LG - SILVER/ - BAJA BLUE,2,"2,398.80",CH
2/3/2021,128806,MOUNTAIN BIKE SPECIALISTS,109500,13.000,K,03-520-22-06-10,AIR 2-STAR MY22 - XL - SILVER/ - BAJA BLUE,1,"1,199.40",CH
2/3/2021,129402,JENSON USA,369361,75.000,K,04-929-22-03-10,RIP RDO 2-STAR MY22 - SM - SIL - VER/BAJA BLUE - 29,1,"2,639.45",
2/3/2021,129402,JENSON USA,369361,76.000,K,04-939-22-05-20,RIP RDO 3-STAR MY22 - LG - SAT - IN CARBON - 29,1,"3,409.45",
2/3/2021,129030,QUEEN CITY CYCLES,109483,7.000,K,00-802-22-53-15,RLT RDO 2-STAR MY22 - 53CM - - AVALANCHE GREY/SLATE,1,"2,309.30",
2/3/2021,129402,JENSON USA,369361,118.000,K,04-939-21-03-20,RIP RDO 3-STAR MY21 - SM - SAT - IN CARBON - 29,1,"3,107.50",
2/3/2021,129402,JENSON USA,369361,84.000,K,03-729-22-03-20,AIR RDO 2-STAR MY22 - SM - SAT - IN CARBON/SILVER,1,"1,649.45",
2/3/2021,129402,JENSON USA,369361,85.000,K,03-729-22-03-20,AIR RDO 2-STAR MY22 - SM - SAT - IN CARBON/SILVER,1,"1,649.45",
2/3/2021,129402,JENSON USA,369361,86.000,K,03-739-22-03-20,AIR RDO 3-STAR MY22 - SM - SAT - IN CARBON/SILVER,1,"2,391.95",
2/3/2021,129402,JENSON USA,369361,87.000,K,03-739-22-03-20,AIR RDO 3-STAR MY22 - SM - SAT - IN CARBON/SILVER,1,"2,391.95",
2/3/2021,129402,JENSON USA,369361,95.000,K,04-629-22-04-15,JET RDO 2-STAR MY22 - MD - MAG - NETIC GREY,1,"2,529.45",
2/3/2021,129402,JENSON USA,369361,96.000,K,04-629-22-05-15,JET RDO 2-STAR MY22 - LG - MAG - NETIC GREY,1,"2,529.45",
2/3/2021,129402,JENSON USA,369361,105.000,K,00-802-22-53-15,RLT RDO 2-STAR MY22 - 53CM - - AVALANCHE GREY/SLATE,1,"1,880.43",
2/3/2021,129402,JENSON USA,369361,106.000,K,00-802-22-53-15,RLT RDO 2-STAR MY22 - 53CM - - AVALANCHE GREY/SLATE,1,"1,880.43",
2/3/2021,129402,JENSON USA,373413,99.000,K,00-802-22-53-15,RLT RDO 2-STAR MY22 - 53CM - - AVALANCHE GREY/SLATE,1,"1,880.43",
2/3/2021,129402,JENSON USA,373413,100.000,K,00-802-22-53-15,RLT RDO 2-STAR MY22 - 53CM - - AVALANCHE GREY/SLATE,1,"1,880.43",
2/3/2021,129206,ALOHA MOUNTAIN CYCLERY,109501,12.000,K,00-102-22-56-20,RLT STEEL 2-STAR MY22 - 56CM - - BLACK/BRONZE,1,"2,169.30",C1
2/3/2021,129206,ALOHA MOUNTAIN CYCLERY,109501,13.000,K,00-102-22-59-20,RLT STEEL 2-STAR MY22 - 59CM - - BLACK/BRONZE,1,"2,169.30",C1
2/3/2021,143477,C3 BIKE SHOP,404046,1.000,K,04-939-22-03-20,RIP RDO 3-STAR MY22 - SM - SAT - IN CARBON - 29,1,"3,409.45",C1
2/3/2021,143477,C3 BIKE SHOP,404046,3.000,K,04-939-22-05-20,RIP RDO 3-STAR MY22 - LG - SAT - IN CARBON - 29,1,"3,409.45",C1
2/3/2021,129402,JENSON USA,373413,87.000,K,03-729-22-03-20,AIR RDO 2-STAR MY22 - SM - SAT - IN CARBON/SILVER,1,"1,649.45",
2/3/2021,129402,JENSON USA,373413,88.000,K,03-739-22-03-20,AIR RDO 3-STAR MY22 - SM - SAT - IN CARBON/SILVER,1,"2,391.95",
2/3/2021,129402,JENSON USA,373413,89.000,K,03-739-22-03-20,AIR RDO 3-STAR MY22 - SM - SAT - IN CARBON/SILVER,1,"2,391.95",
2/3/2021,129402,JENSON USA,373413,96.000,K,00-802-22-56-15,RLT RDO 2-STAR MY22 - 56CM - - AVALANCHE GREY/SLATE,2,"3,760.86",
2/3/2021,129402,JENSON USA,373413,97.000,K,00-802-22-53-40,RLT RDO 2-STAR MY22 - 53CM - - BLOOD RED,2,"3,760.86",
2/3/2021,129402,JENSON USA,373413,98.000,K,00-802-22-56-40,RLT RDO 2-STAR MY22 - 56CM - - BLOOD RED,2,"3,760.86",
2/3/2021,129390,EAST RIDGE BICYCLES INC,109742,3.000,K,00-824-22-50-40,RLT RDO 4-STAR MY22 - 50CM - - BLOOD RED - 2X,1,"2,678.43",C2
2/3/2021,128733,CYCLES OF LIFE,109497,10.000,K,00-824-22-53-40,RLT RDO 4-STAR MY22 - 53CM - - BLOOD RED - 2X,1,"2,678.43",C1
2/3/2021,128733,CYCLES OF LIFE,109497,11.000,K,00-824-22-56-15,RLT RDO 4-STAR MY22 - 56CM - - AVALANCHE GREY/SLATE - 2X,1,"2,678.43",C1
2/3/2021,129256,NIWOT WHEEL WORKS,109491,5.000,K,00-804-22-53-15,RLT RDO 4-STAR MY22 - 53CM - - AVALANCHE GREY/SLATE,1,"2,665.38",C1
2/4/2021,128566,BRITTON'S BICYCLE SHOP,109524,3.000,K,03-729-22-05-20,AIR RDO 2-STAR MY22 - LG - SAT - IN CARBON/SILVER,1,"1,949.35",
2/4/2021,136680,BICICLETTA BICYCLES INC (BILLING) VAN,109512,29.000,K,03-139-22-04-20,SIR 3-STAR MY22 - MD - CEMENT/ - BLACK/COPPER,1,"2,671.83",
2/4/2021,136680,BICICLETTA BICYCLES INC (BILLING) VAN,109512,30.000,K,03-139-22-05-20,SIR 3-STAR MY22 - LG - CEMENT/ - BLACK/COPPER,1,"2,671.83",
2/4/2021,129356,SCOTTSDALE BICYCLE COMPANY,109522,13.000,K,04-927-22-03-20,RIP RDO 2-STAR MY22 - SM - SAT - IN CARBON - 27.5,1,"3,119.35",
2/4/2021,129356,SCOTTSDALE BICYCLE COMPANY,109522,10.000,K,03-520-22-04-10,AIR 2-STAR MY22 - MD - SILVER/ - BAJA BLUE,2,"2,598.70",
2/4/2021,129356,SCOTTSDALE BICYCLE COMPANY,109522,11.000,K,03-520-22-05-10,AIR 2-STAR MY22 - LG - SILVER/ - BAJA BLUE,2,"2,598.70",
2/5/2021,129029,BG PARTNERS BILLING,109556,3.000,K,04-729-22-04-25,RKT RDO 2-STAR MY22 - MD - SAT - IN CARBON/MAGNETIC GREY,1,"2,099.50",C1
2/5/2021,136655,COLORADO SKI AND BIKE,109574,19.000,K,03-520-22-04-10,AIR 2-STAR MY22 - MD - SILVER/ - BAJA BLUE,1,"1,299.35",C1
2/5/2021,136655,COLORADO SKI AND BIKE,109574,20.000,K,03-520-22-05-10,AIR 2-STAR MY22 - LG - SILVER/ - BAJA BLUE,1,"1,299.35",C1
2/5/2021,136655,COLORADO SKI AND BIKE,109574,21.000,K,03-129-22-04-20,SIR 2-STAR MY22 - MD - CEMENT/ - BLACK/COPPER,1,"1,819.35",C1
2/5/2021,136655,COLORADO SKI AND BIKE,109574,22.000,K,03-129-22-05-20,SIR 2-STAR MY22 - LG - CEMENT/ - BLACK/COPPER,1,"1,819.35",C1
2/5/2021,136655,COLORADO SKI AND BIKE,109574,23.000,K,04-939-22-05-10,RIP RDO 3-STAR MY22 - LG - SIL - VER/BAJA BLUE - 29,1,"4,029.35",C1
2/5/2021,128528,MOTOSPORTS LLC BILL,109546,3.000,K,03-520-22-04-10,AIR 2-STAR MY22 - MD - SILVER/ - BAJA BLUE,1,"1,099.45",C1
