Order Date,Sold To Number,Sold To,Order Number,Line Number,Stocking Type - STKT,2nd Item Number,Concatenation Description ,Quantity Shipped,Extended Price,Hold Orders Code - HOLD
3/31/2021,136678,L&M MOTORSPORTS DBA WESTFIELD CYCLESPORT,110966,20.000,K,00-102-22-53-20,RLT STEEL 2-STAR MY22 - 53CM - - BLACK/BRONZE,1,"1,921.38",
3/31/2021,129452,PRO-FORM BIKE SHOP,401099,1.000,K,04-729-22-03-25,RKT RDO 2-STAR MY22 - SM - SAT - IN CARBON/MAGNETIC GREY,1,"2,729.35",C1
3/31/2021,129029,BG PARTNERS BILLING,110964,3.000,K,04-629-22-04-15,JET RDO 2-STAR MY22 - MD - MAG - NETIC GREY,1,"2,299.50",C1
3/31/2021,136678,L&M MOTORSPORTS DBA WESTFIELD CYCLESPORT,110966,23.000,K,03-129-22-04-20,SIR 2-STAR MY22 - MD - CEMENT/ - BLACK/COPPER,1,"1,679.40",
3/31/2021,136678,L&M MOTORSPORTS DBA WESTFIELD CYCLESPORT,110966,24.000,K,03-729-22-04-65,AIR RDO 2-STAR MY22 - MD - SAN - D/ORANGE,1,"1,799.40",
3/31/2021,136678,L&M MOTORSPORTS DBA WESTFIELD CYCLESPORT,110966,25.000,K,04-629-22-03-70,JET RDO 2-STAR MY22 - SM - EME - RALD GREEN,1,"2,759.40",
3/31/2021,136678,L&M MOTORSPORTS DBA WESTFIELD CYCLESPORT,110966,27.000,K,04-639-22-05-70,JET RDO 3-STAR MY22 - LG - EME - RALD GREEN,1,"3,539.40",
3/31/2021,136678,L&M MOTORSPORTS DBA WESTFIELD CYCLESPORT,110966,29.000,K,04-729-22-04-15,RKT RDO 2-STAR MY22 - MD - GRE - Y/ORANGE,1,"2,519.40",
3/31/2021,144666,THE BIKERY BILL,110975,6.000,K,03-139-22-05-20,SIR 3-STAR MY22 - LG - CEMENT/ - BLACK/COPPER,1,"2,364.45",C2
3/31/2021,144666,THE BIKERY BILL,110975,7.000,K,03-739-22-03-65,AIR RDO 3-STAR MY22 - SM - SAN - D/ORANGE,1,"2,391.95",C2
3/31/2021,128473,MAIN STREET BIKE SHOP LLC,110960,5.000,K,00-002-22-53-25,RLT 2-STAR MY22 - 53CM - FORGE - GREY/SKYE BLUE,1,"1,819.30",
3/31/2021,136678,L&M MOTORSPORTS DBA WESTFIELD CYCLESPORT,110966,16.000,K,00-002-22-53-25,RLT 2-STAR MY22 - 53CM - FORGE - GREY/SKYE BLUE,1,"1,600.38",
3/31/2021,136678,L&M MOTORSPORTS DBA WESTFIELD CYCLESPORT,110966,17.000,K,00-002-22-56-25,RLT 2-STAR MY22 - 56CM - FORGE - GREY/SKYE BLUE,1,"1,611.38",
3/31/2021,128544,BIKEBIKE INC,110965,10.000,K,00-802-22-56-15,RLT RDO 2-STAR MY22 - 56CM - - AVALANCHE GREY/SLATE,1,"2,124.89",
3/31/2021,128544,BIKEBIKE INC,110965,11.000,K,00-802-22-59-15,RLT RDO 2-STAR MY22 - 59CM - - AVALANCHE GREY/SLATE,1,"2,124.89",
3/31/2021,144666,THE BIKERY BILL,110975,10.000,K,00-824-22-50-40,RLT RDO 4-STAR MY22 - 50CM - - BLOOD RED - 2X,1,"2,913.38",C2
3/31/2021,136678,L&M MOTORSPORTS DBA WESTFIELD CYCLESPORT,110966,30.000,K,00-802-22-50-15,RLT RDO 2-STAR MY22 - 50CM - - AVALANCHE GREY/SLATE,1,"2,045.38",
3/31/2021,136678,L&M MOTORSPORTS DBA WESTFIELD CYCLESPORT,110966,31.000,K,00-802-22-59-40,RLT RDO 2-STAR MY22 - 59CM - - BLOOD RED,1,"2,045.38",
3/31/2021,128544,BIKEBIKE INC,110965,12.000,K,00-002-22-53-25,RLT 2-STAR MY22 - 53CM - FORGE - GREY/SKYE BLUE,1,"1,674.02",
4/1/2021,129181,ONION RIVER OUTDOORS,110980,7.000,K,00-102-22-59-20,RLT STEEL 2-STAR MY22 - 59CM - - BLACK/BRONZE,1,"1,766.43",C1
4/1/2021,129181,ONION RIVER OUTDOORS,110980,8.000,K,00-103-22-53-70,RLT STEEL 3-STAR MY22 - 53CM - - EMERALD GREEN,1,"1,937.43",C1
4/1/2021,129181,ONION RIVER OUTDOORS,110980,9.000,K,00-103-22-56-20,RLT STEEL 3-STAR MY22 - 56CM - - BLACK/BRONZE,1,"1,937.43",C1
4/1/2021,129181,ONION RIVER OUTDOORS,110980,6.000,K,00-003-22-56-25,RLT 3-STAR MY22 - 56CM - FORGE - GREY/SKYE BLUE,1,"1,652.43",C1
4/1/2021,128668,BIKESPORT,381811,7.000,K,00-002-22-50-25,RLT 2-STAR MY22 - 50CM - FORGE - GREY/SKYE BLUE,1,"1,715.34",
4/1/2021,128668,BIKESPORT,381811,8.000,K,00-002-22-53-25,RLT 2-STAR MY22 - 53CM - FORGE - GREY/SKYE BLUE,1,"1,715.34",
4/1/2021,128668,BIKESPORT,381811,9.000,K,00-002-22-56-25,RLT 2-STAR MY22 - 56CM - FORGE - GREY/SKYE BLUE,1,"1,715.34",
4/1/2021,133300,VERTIGE VELO SKI,110993,10.000,K,04-939-22-05-10,RIP RDO 3-STAR MY22 - LG - SIL - VER/BAJA BLUE - 29,2,"7,705.36",C1
4/1/2021,133300,VERTIGE VELO SKI,110993,13.000,K,04-939-22-03-10,RIP RDO 3-STAR MY22 - SM - SIL - VER/BAJA BLUE - 29,2,"7,705.36",C1
4/1/2021,136680,BICICLETTA BICYCLES INC (BILLING) VAN,110997,5.000,K,00-024-22-56-25,RLT 4-STAR MY22 - 56CM - FORGE - GREY/SKYE BLUE - 2X,1,"2,446.94",C1
4/1/2021,128597,HAMMER CYCLES,379132,9.000,K,04-639-22-04-70,JET RDO 3-STAR MY22 - MD - EME - RALD GREEN,1,"3,539.40",C1
4/1/2021,128597,HAMMER CYCLES,379132,10.000,K,04-659-22-05-70,JET RDO 5-STAR MY22 - LG - EME - RALD GREEN,1,"5,039.40",C1
4/1/2021,136680,BICICLETTA BICYCLES INC (BILLING) VAN,110991,9.000,K,00-806-22-50-15,RLT RDO 5-STAR AXS LTD MY22 - - 50CM - AVALANCHE GREY/SLATE,1,"4,121.60",C1
4/1/2021,136689,MOJO CYCLING BENTONVILLE,110998,4.000,K,04-939-22-06-20,RIP RDO 3-STAR MY22 - XL - SAT - IN CARBON - 29,1,"3,719.40",C1
4/1/2021,136680,BICICLETTA BICYCLES INC (BILLING) VAN,110991,8.000,K,00-802-22-50-15,RLT RDO 2-STAR MY22 - 50CM - - AVALANCHE GREY/SLATE,1,"2,124.89",C1
4/1/2021,133300,VERTIGE VELO SKI,110993,17.000,K,00-802-22-50-40,RLT RDO 2-STAR MY22 - 50CM - - BLOOD RED,1,"2,124.89",C1
4/1/2021,133300,VERTIGE VELO SKI,110993,18.000,K,00-802-22-50-40,RLT RDO 2-STAR MY22 - 50CM - - BLOOD RED,1,"2,124.89",C1
4/1/2021,133300,VERTIGE VELO SKI,110993,19.000,K,00-802-22-53-40,RLT RDO 2-STAR MY22 - 53CM - - BLOOD RED,1,"2,124.89",C1
4/1/2021,133300,VERTIGE VELO SKI,110993,20.000,K,00-802-22-53-40,RLT RDO 2-STAR MY22 - 53CM - - BLOOD RED,1,"2,124.89",C1
4/1/2021,133300,VERTIGE VELO SKI,110993,21.000,K,00-802-22-56-40,RLT RDO 2-STAR MY22 - 56CM - - BLOOD RED,1,"2,124.89",C1
4/1/2021,133300,VERTIGE VELO SKI,110993,22.000,K,00-802-22-56-40,RLT RDO 2-STAR MY22 - 56CM - - BLOOD RED,1,"2,124.89",C1
4/3/2021,136719,CYCLEPATH WOODBRIDGE,371382,3.000,K,00-124-22-53-20,RLT STEEL 4-STAR MY22 - 53CM - - BLACK/BRONZE - 2X,1,"2,833.40",
4/5/2021,129402,JENSON USA,111061,36.000,K,04-229-22-05-20,WFO RDO 2-STAR MY22 - LG - FAD - E TO BLACK,5,"14,297.25",C1
4/5/2021,128543,BROKEN SPOKE BICYCLE STUDIO,111062,4.000,K,00-806-22-50-40,RLT RDO 5-STAR AXS LTD MY22 - - 50CM - BLOOD RED,1,"4,479.30",
4/5/2021,128601,AMAIN.COM INC.,111044,5.000,K,47-623-16-00-00,Plastic Parts Kit - RIP 9 RDO - V2,3,16.50,
4/5/2021,128601,AMAIN.COM INC.,111044,6.000,K,47-721-16-00-00,Plastic Parts Kit - RKT 9 RDO - ,1,5.50,
4/6/2021,128543,BROKEN SPOKE BICYCLE STUDIO,111089,16.000,K,00-802-22-50-15,RLT RDO 2-STAR MY22 - 50CM - - AVALANCHE GREY/SLATE,1,"2,309.30",
4/6/2021,128543,BROKEN SPOKE BICYCLE STUDIO,111089,17.000,K,00-802-22-53-15,RLT RDO 2-STAR MY22 - 53CM - - AVALANCHE GREY/SLATE,1,"2,309.30",
4/6/2021,128543,BROKEN SPOKE BICYCLE STUDIO,111089,18.000,K,00-802-22-53-40,RLT RDO 2-STAR MY22 - 53CM - - BLOOD RED,1,"2,309.30",
4/6/2021,128543,BROKEN SPOKE BICYCLE STUDIO,111089,19.000,K,00-802-22-56-40,RLT RDO 2-STAR MY22 - 56CM - - BLOOD RED,1,"2,309.30",
4/6/2021,128702,BIKE BLING,111067,4.000,K,00-824-22-50-15,RLT RDO 4-STAR MY22 - 50CM - - AVALANCHE GREY/SLATE - 2X,1,"2,678.43",C1
4/6/2021,128996,TUNE CYCLES,111073,5.000,K,00-802-22-56-40,RLT RDO 2-STAR MY22 - 56CM - - BLOOD RED,1,"2,309.30",
4/6/2021,136685,AVERY'S OPEN AIR BICYCLES,111088,16.000,K,04-229-22-05-20,WFO RDO 2-STAR MY22 - LG - FAD - E TO BLACK,1,"3,379.35",C1
4/6/2021,128543,BROKEN SPOKE BICYCLE STUDIO,111089,14.000,K,04-729-22-04-15,RKT RDO 2-STAR MY22 - MD - GRE - Y/ORANGE,1,"2,939.30",
4/6/2021,128543,BROKEN SPOKE BICYCLE STUDIO,111089,15.000,K,04-729-22-05-15,RKT RDO 2-STAR MY22 - LG - GRE - Y/ORANGE,1,"2,939.30",
4/6/2021,129029,BG PARTNERS BILLING,111077,3.000,K,03-520-22-03-10,AIR 2-STAR MY22 - SM - SILVER/ - BAJA BLUE,1,999.50,C1
4/6/2021,129029,BG PARTNERS BILLING,111078,3.000,K,03-520-22-03-10,AIR 2-STAR MY22 - SM - SILVER/ - BAJA BLUE,1,999.50,C1
4/6/2021,136685,AVERY'S OPEN AIR BICYCLES,111088,1.000,K,02-209-21-04-20,WFO RDO FLOAT X2 FACTORY - MD - - FADE TO BLACK,1,"2,379.00",C1
4/6/2021,136685,AVERY'S OPEN AIR BICYCLES,111088,2.000,K,02-209-21-04-40,WFO RDO FLOAT X2 FACTORY - MD - - HOT TAMALE,1,"2,379.00",C1
4/6/2021,136685,AVERY'S OPEN AIR BICYCLES,111088,3.000,K,02-209-21-05-20,WFO RDO FLOAT X2 FACTORY - LG - - FADE TO BLACK,1,"2,379.00",C1
4/6/2021,128875,EXCEL SPORTS,111093,7.000,K,00-803-22-50-15,RLT RDO 3-STAR MY22 - 50CM - A - VALANCHE GREY/SLATE,1,"2,165.43",
4/6/2021,128875,EXCEL SPORTS,111093,8.000,K,00-803-22-50-40,RLT RDO 3-STAR MY22 - 50CM - B - LOOD RED,1,"2,165.43",
4/6/2021,128536,BACKCOUNTRY.COM/COMPETITIVE CYCLIST,111068,5.000,K,04-939-22-04-20,RIP RDO 3-STAR MY22 - MD - SAT - IN CARBON - 29,1,"3,409.45",C1
4/6/2021,128536,BACKCOUNTRY.COM/COMPETITIVE CYCLIST,111068,6.000,K,04-939-22-05-20,RIP RDO 3-STAR MY22 - LG - SAT - IN CARBON - 29,1,"3,409.45",C1
4/6/2021,128536,BACKCOUNTRY.COM/COMPETITIVE CYCLIST,111068,7.000,K,04-939-22-03-20,RIP RDO 3-STAR MY22 - SM - SAT - IN CARBON - 29,1,"3,409.45",C1
4/6/2021,128948,MOTORCYCLE ETC BILL,111080,4.000,K,04-937-22-05-20,RIP RDO 3-STAR MY22 - LG - SAT - IN CARBON - 27.5,1,"3,347.46",
4/6/2021,129419,CYCLE CRAFT,111095,5.000,K,04-939-22-05-20,RIP RDO 3-STAR MY22 - LG - SAT - IN CARBON - 29,1,"3,409.45",
4/7/2021,129206,ALOHA MOUNTAIN CYCLERY,111098,11.000,K,00-102-22-56-20,RLT STEEL 2-STAR MY22 - 56CM - - BLACK/BRONZE,1,"2,169.30",
4/7/2021,129181,ONION RIVER OUTDOORS,111117,3.000,K,00-103-22-47-20,RLT STEEL 3-STAR MY22 - 47CM - - BLACK/BRONZE,1,"1,937.43",C1
4/7/2021,129039,GRAVEL CITY ADVENTURE AND SUPPLY COMPANY,111120,4.000,K,00-170-22-62-70,RLT STEEL 5-STAR MY22 - 62CM - - EMERALD GREEN - 2X,1,"3,919.30",
4/7/2021,129206,ALOHA MOUNTAIN CYCLERY,111098,8.000,K,00-002-22-47-25,RLT 2-STAR MY22 - 47CM - FORGE - GREY/SKYE BLUE,1,"1,819.30",
4/7/2021,129206,ALOHA MOUNTAIN CYCLERY,111098,9.000,K,00-002-22-53-25,RLT 2-STAR MY22 - 53CM - FORGE - GREY/SKYE BLUE,1,"1,819.30",
4/7/2021,129206,ALOHA MOUNTAIN CYCLERY,111098,10.000,K,00-002-22-56-25,RLT 2-STAR MY22 - 56CM - FORGE - GREY/SKYE BLUE,1,"1,819.30",
4/7/2021,128965,SONORAN CYCLES BIKE SHOP,111124,7.000,K,00-002-22-53-25,RLT 2-STAR MY22 - 53CM - FORGE - GREY/SKYE BLUE,2,"2,962.86",
4/7/2021,128965,SONORAN CYCLES BIKE SHOP,111124,8.000,K,00-002-22-56-25,RLT 2-STAR MY22 - 56CM - FORGE - GREY/SKYE BLUE,1,"1,481.43",
4/7/2021,136709,THE BIKERY SHIP,111108,3.000,K,03-729-22-05-65,AIR RDO 2-STAR MY22 - LG - SAN - D/ORANGE,1,"1,799.40",
4/7/2021,136699,PAPA WHEELIES (BILL),111112,3.000,K,04-729-22-04-25,RKT RDO 2-STAR MY22 - MD - SAT - IN CARBON/MAGNETIC GREY,1,"2,309.45",C1
4/7/2021,129240,ROYAL BICYCLES UNLIMITED CORP. BILL,111116,4.000,K,03-739-22-03-20,AIR RDO 3-STAR MY22 - SM - SAT - IN CARBON/SILVER,1,"2,348.46",
4/7/2021,129039,GRAVEL CITY ADVENTURE AND SUPPLY COMPANY,111120,6.000,K,00-825-22-50-40,RLT RDO 5-STAR MY22 - 50CM - - BLOOD RED - 2X,1,"4,199.30",
4/7/2021,128965,SONORAN CYCLES BIKE SHOP,111124,9.000,K,03-520-22-03-10,AIR 2-STAR MY22 - SM - SILVER/ - BAJA BLUE,1,"1,099.45",
4/7/2021,128965,SONORAN CYCLES BIKE SHOP,111124,10.000,K,03-520-22-04-10,AIR 2-STAR MY22 - MD - SILVER/ - BAJA BLUE,3,"3,298.35",
4/7/2021,128965,SONORAN CYCLES BIKE SHOP,111124,11.000,K,03-520-22-05-10,AIR 2-STAR MY22 - LG - SILVER/ - BAJA BLUE,2,"2,198.90",
4/7/2021,129206,ALOHA MOUNTAIN CYCLERY,111098,14.000,K,00-802-22-56-15,RLT RDO 2-STAR MY22 - 56CM - - AVALANCHE GREY/SLATE,1,"2,309.30",
4/7/2021,133301,FIT WERX PEABODY,111111,4.000,K,00-806-22-50-40,RLT RDO 5-STAR AXS LTD MY22 - - 50CM - BLOOD RED,1,"3,967.38",
4/8/2021,128588,REVOLUTION LLC DBA BICYCLE REVOLUTION,111133,8.000,K,04-639-22-05-15,JET RDO 3-STAR MY22 - LG - MAG - NETIC GREY,1,"4,129.30",
4/8/2021,128751,ATA CYCLE,111134,13.000,K,03-739-22-03-20,AIR RDO 3-STAR MY22 - SM - SAT - IN CARBON/SILVER,1,"2,826.85",
4/8/2021,128751,ATA CYCLE,111134,14.000,K,03-739-22-04-20,AIR RDO 3-STAR MY22 - MD - SAT - IN CARBON/SILVER,2,"5,653.70",
4/8/2021,128751,ATA CYCLE,111134,15.000,K,03-739-22-05-20,AIR RDO 3-STAR MY22 - LG - SAT - IN CARBON/SILVER,2,"5,653.70",
4/8/2021,128588,REVOLUTION LLC DBA BICYCLE REVOLUTION,111133,7.000,K,03-520-22-04-10,AIR 2-STAR MY22 - MD - SILVER/ - BAJA BLUE,1,"1,399.30",
4/8/2021,129267,"RUNNING SPORTS, INC DBA TRI BIKE RUN",111145,1.000,K,02-701-21-05-25,RKT 9 RDO - FOX FACTORY - LG - - SATIN CARBON/MAGNETIC GREY,2,"3,465.00",
4/8/2021,128751,ATA CYCLE,111134,12.000,K,03-749-22-06-20,AIR RDO 4-STAR MY22 - XL - SAT - IN CARBON/SILVER,1,"3,444.35",
4/9/2021,136709,THE BIKERY SHIP,111180,4.000,K,00-942-22-59-20,MCR RDO 4-STAR MY22 - 59 CM - - BLACK/MAGNETIC GREY - 2X,1,"3,704.43",
4/9/2021,129382,CHAIN LINE CYCLES NH,111175,5.000,K,04-229-22-05-20,WFO RDO 2-STAR MY22 - LG - FAD - E TO BLACK,1,"3,119.40",
4/9/2021,129442,FULL CIRCLE CYCLE INC.,111179,3.000,K,03-729-22-04-20,AIR RDO 2-STAR MY22 - MD - SAT - IN CARBON/SILVER,1,"2,099.30",
4/9/2021,128510,ROCK N ROAD CYCLE-MI,111182,4.000,K,04-729-22-05-15,RKT RDO 2-STAR MY22 - LG - GRE - Y/ORANGE,1,"2,939.30",
4/9/2021,128510,ROCK N ROAD CYCLE-MI,111182,5.000,K,04-729-22-05-25,RKT RDO 2-STAR MY22 - LG - SAT - IN CARBON/MAGNETIC GREY,1,"2,939.30",
4/9/2021,129269,THE GREAT LITTLE BIKE SHOP,111173,11.000,K,00-802-22-47-40,RLT RDO 2-STAR MY22 - 47CM - - BLOOD RED,1,"2,177.34",C1
4/9/2021,129269,THE GREAT LITTLE BIKE SHOP,111178,6.000,K,03-520-22-03-10,AIR 2-STAR MY22 - SM - SILVER/ - BAJA BLUE,1,"1,299.35",
4/9/2021,129269,THE GREAT LITTLE BIKE SHOP,111178,7.000,K,03-520-22-04-10,AIR 2-STAR MY22 - MD - SILVER/ - BAJA BLUE,1,"1,299.35",
4/9/2021,129269,THE GREAT LITTLE BIKE SHOP,111178,8.000,K,03-520-22-05-10,AIR 2-STAR MY22 - LG - SILVER/ - BAJA BLUE,1,"1,299.35",
4/9/2021,129269,THE GREAT LITTLE BIKE SHOP,111178,9.000,K,04-929-22-05-20,RIP RDO 2-STAR MY22 - LG - SAT - IN CARBON - 29,1,"3,119.35",
4/9/2021,129269,THE GREAT LITTLE BIKE SHOP,111173,7.000,K,04-939-22-04-20,RIP RDO 3-STAR MY22 - MD - SAT - IN CARBON - 29,1,"4,029.35",C1
4/9/2021,132640,JDJ ENDURANCE CORP DBA ENDURANCE HOUSE,111186,4.000,K,04-979-22-04-10,RIP RDO 3-STAR AXS LTD MY22 - - MD - SILVER/BAJA BLUE - 29,1,"5,319.30",
4/9/2021,129269,THE GREAT LITTLE BIKE SHOP,111173,10.000,K,00-802-22-59-40,RLT RDO 2-STAR MY22 - 59CM - - BLOOD RED,1,"2,177.34",C1
4/10/2021,128702,BIKE BLING,111202,5.000,K,00-103-22-53-20,RLT STEEL 3-STAR MY22 - 53CM - - BLACK/BRONZE,1,"1,937.43",C1
4/10/2021,129072,GREEN MOUNTAIN SPORTS,111199,5.000,K,04-939-22-05-20,RIP RDO 3-STAR MY22 - LG - SAT - IN CARBON - 29,1,"3,719.40",
4/11/2021,129044,"ERIKS BIKE SHOP, INC.",111219,13.000,K,04-937-22-04-20,RIP RDO 3-STAR MY22 - MD - SAT - IN CARBON - 27.5,1,"4,339.30",C1
4/11/2021,129044,"ERIKS BIKE SHOP, INC.",111220,14.000,K,04-929-22-03-10,RIP RDO 2-STAR MY22 - SM - SIL - VER/BAJA BLUE - 29,2,"6,718.60",
4/11/2021,129044,"ERIKS BIKE SHOP, INC.",111220,15.000,K,04-929-22-03-20,RIP RDO 2-STAR MY22 - SM - SAT - IN CARBON - 29,2,"6,718.60",
4/11/2021,129044,"ERIKS BIKE SHOP, INC.",111220,17.000,K,04-929-22-04-20,RIP RDO 2-STAR MY22 - MD - SAT - IN CARBON - 29,3,"10,077.90",
4/11/2021,129044,"ERIKS BIKE SHOP, INC.",111220,19.000,K,04-929-22-05-20,RIP RDO 2-STAR MY22 - LG - SAT - IN CARBON - 29,1,"3,359.30",
4/11/2021,129044,"ERIKS BIKE SHOP, INC.",111220,21.000,K,04-939-22-03-20,RIP RDO 3-STAR MY22 - SM - SAT - IN CARBON - 29,1,"4,339.30",
4/11/2021,129044,"ERIKS BIKE SHOP, INC.",111220,23.000,K,04-939-22-04-20,RIP RDO 3-STAR MY22 - MD - SAT - IN CARBON - 29,1,"4,339.30",
4/11/2021,129044,"ERIKS BIKE SHOP, INC.",111220,24.000,K,04-939-22-05-10,RIP RDO 3-STAR MY22 - LG - SIL - VER/BAJA BLUE - 29,2,"8,678.60",
4/11/2021,129044,"ERIKS BIKE SHOP, INC.",111220,25.000,K,04-939-22-05-20,RIP RDO 3-STAR MY22 - LG - SAT - IN CARBON - 29,1,"4,339.30",
4/11/2021,129044,"ERIKS BIKE SHOP, INC.",111219,10.000,K,04-927-22-03-20,RIP RDO 2-STAR MY22 - SM - SAT - IN CARBON - 27.5,1,"3,359.30",C1
4/11/2021,129044,"ERIKS BIKE SHOP, INC.",111219,11.000,K,04-927-22-04-20,RIP RDO 2-STAR MY22 - MD - SAT - IN CARBON - 27.5,2,"6,718.60",C1
4/11/2021,129044,"ERIKS BIKE SHOP, INC.",111219,12.000,K,04-927-22-05-20,RIP RDO 2-STAR MY22 - LG - SAT - IN CARBON - 27.5,1,"3,359.30",C1
4/11/2021,128702,BIKE BLING,111217,32.000,K,00-824-22-56-40,RLT RDO 4-STAR MY22 - 56CM - - BLOOD RED - 2X,2,"5,356.86",C1
4/11/2021,128702,BIKE BLING,111217,34.000,K,00-824-22-56-15,RLT RDO 4-STAR MY22 - 56CM - - AVALANCHE GREY/SLATE - 2X,2,"5,356.86",C1
4/11/2021,128702,BIKE BLING,111217,30.000,K,03-129-22-04-20,SIR 2-STAR MY22 - MD - CEMENT/ - BLACK/COPPER,3,"4,618.35",C1
4/11/2021,128702,BIKE BLING,111217,31.000,K,03-129-22-05-20,SIR 2-STAR MY22 - LG - CEMENT/ - BLACK/COPPER,3,"4,618.35",C1
4/11/2021,128702,BIKE BLING,111217,18.000,K,03-520-22-04-10,AIR 2-STAR MY22 - MD - SILVER/ - BAJA BLUE,3,"3,298.35",C1
4/11/2021,128702,BIKE BLING,111217,19.000,K,03-520-22-05-10,AIR 2-STAR MY22 - LG - SILVER/ - BAJA BLUE,3,"3,298.35",C1
4/11/2021,129044,"ERIKS BIKE SHOP, INC.",111219,1.000,K,04-927-21-03-20,RIP RDO 2-STAR MY21 - SM - SAT - IN CARBON - 27.5,1,"3,080.00",C1
4/11/2021,129044,"ERIKS BIKE SHOP, INC.",111219,3.000,K,04-927-21-04-20,RIP RDO 2-STAR MY21 - MD - SAT - IN CARBON - 27.5,2,"6,160.00",C1
4/11/2021,129044,"ERIKS BIKE SHOP, INC.",111219,5.000,K,04-927-21-05-20,RIP RDO 2-STAR MY21 - LG - SAT - IN CARBON - 27.5,1,"3,080.00",C1
4/11/2021,129044,"ERIKS BIKE SHOP, INC.",111219,8.000,K,04-937-21-04-65,RIP RDO 3-STAR MY21 - MD - SAN - TA FE SAND - 27.5,1,"3,955.00",C1
4/11/2021,128702,BIKE BLING,111217,20.000,K,04-929-22-04-10,RIP RDO 2-STAR MY22 - MD - SIL - VER/BAJA BLUE - 29,1,"2,639.45",C1
4/11/2021,128702,BIKE BLING,111217,28.000,K,04-929-22-05-20,RIP RDO 2-STAR MY22 - LG - SAT - IN CARBON - 29,4,"10,557.80",C1
4/11/2021,128702,BIKE BLING,111217,21.000,K,04-929-22-04-10,RIP RDO 2-STAR MY22 - MD - SIL - VER/BAJA BLUE - 29,1,"2,639.45",C1
4/11/2021,128702,BIKE BLING,111217,26.000,K,04-929-22-03-10,RIP RDO 2-STAR MY22 - SM - SIL - VER/BAJA BLUE - 29,1,"2,639.45",C1
4/11/2021,128702,BIKE BLING,111217,27.000,K,04-929-22-04-20,RIP RDO 2-STAR MY22 - MD - SAT - IN CARBON - 29,2,"5,278.90",C1
4/11/2021,128702,BIKE BLING,111217,29.000,K,04-939-22-04-20,RIP RDO 3-STAR MY22 - MD - SAT - IN CARBON - 29,2,"6,818.90",C1
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111240,24.000,K,00-802-22-47-40,RLT RDO 2-STAR MY22 - 47CM - - BLOOD RED,1,"2,309.30",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111240,26.000,K,00-802-22-47-15,RLT RDO 2-STAR MY22 - 47CM - - AVALANCHE GREY/SLATE,1,"2,309.30",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111240,27.000,K,00-802-22-50-40,RLT RDO 2-STAR MY22 - 50CM - - BLOOD RED,2,"4,618.60",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111240,28.000,K,00-802-22-50-15,RLT RDO 2-STAR MY22 - 50CM - - AVALANCHE GREY/SLATE,2,"4,618.60",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111240,29.000,K,00-802-22-53-40,RLT RDO 2-STAR MY22 - 53CM - - BLOOD RED,3,"6,927.90",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111240,30.000,K,00-802-22-53-15,RLT RDO 2-STAR MY22 - 53CM - - AVALANCHE GREY/SLATE,3,"6,927.90",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111240,31.000,K,00-802-22-56-40,RLT RDO 2-STAR MY22 - 56CM - - BLOOD RED,4,"9,237.20",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111240,32.000,K,00-802-22-56-15,RLT RDO 2-STAR MY22 - 56CM - - AVALANCHE GREY/SLATE,4,"9,237.20",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111240,34.000,K,00-802-22-59-15,RLT RDO 2-STAR MY22 - 59CM - - AVALANCHE GREY/SLATE,3,"6,927.90",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111240,35.000,K,00-803-22-50-40,RLT RDO 3-STAR MY22 - 50CM - B - LOOD RED,1,"2,659.30",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111240,36.000,K,00-803-22-50-15,RLT RDO 3-STAR MY22 - 50CM - A - VALANCHE GREY/SLATE,1,"2,659.30",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111240,37.000,K,00-803-22-53-40,RLT RDO 3-STAR MY22 - 53CM - B - LOOD RED,2,"5,318.60",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111240,38.000,K,00-803-22-53-15,RLT RDO 3-STAR MY22 - 53CM - A - VALANCHE GREY/SLATE,2,"5,318.60",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111240,39.000,K,00-803-22-56-40,RLT RDO 3-STAR MY22 - 56CM - B - LOOD RED,4,"10,637.20",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111240,40.000,K,00-803-22-59-40,RLT RDO 3-STAR MY22 - 59CM - B - LOOD RED,1,"2,165.43",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111240,41.000,K,00-803-22-59-15,RLT RDO 3-STAR MY22 - 59CM - A - VALANCHE GREY/SLATE,1,"2,165.43",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111238,19.000,K,00-002-22-47-25,RLT 2-STAR MY22 - 47CM - FORGE - GREY/SKYE BLUE,6,"10,915.80",
